,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR
688,00-0000,All Occupations,total,142549250.0,0.1,24.34,50620.0,0.1,9.6,11.91,18.12,29.38,46.23,19970.0,24770.0,37690.0,61110.0,96150.0,,,2018
689,25-4000,"Librarians, Curators, and Archivists",minor,246760.0,1.0,24.3,50540.0,0.5,11.45,15.97,22.78,30.46,38.89,23810.0,33210.0,47380.0,63360.0,80900.0,,,2018
690,41-1000,Supervisors of Sales Workers,minor,1452010.0,0.4,24.27,50480.0,0.2,12.25,15.27,20.12,28.25,39.84,25480.0,31750.0,41860.0,58760.0,82860.0,,,2018
691,41-1010,First-Line Supervisors of Sales Workers,broad,1452010.0,0.4,24.27,50480.0,0.2,12.25,15.27,20.12,28.25,39.84,25480.0,31750.0,41860.0,58760.0,82860.0,,,2018
692,49-9096,Riggers,detailed,21000.0,5.2,24.17,50270.0,1.4,13.91,17.53,23.36,29.32,36.22,28930.0,36460.0,48580.0,60980.0,75340.0,,,2018
693,47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",broad,114630.0,2.3,24.15,50240.0,1.3,13.4,16.64,21.14,28.85,41.37,27860.0,34610.0,43970.0,60000.0,86050.0,,,2018
694,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,111960.0,0.0,24.12,50160.0,0.4,16.49,19.02,27.53,28.15,28.16,34310.0,39560.0,57260.0,58560.0,58570.0,,,2018
695,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",minor,20750.0,2.5,24.11,50160.0,0.9,13.23,16.61,22.39,29.42,37.36,27510.0,34550.0,46570.0,61200.0,77710.0,,,2018
696,45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",broad,20750.0,2.5,24.11,50160.0,0.9,13.23,16.61,22.39,29.42,37.36,27510.0,34550.0,46570.0,61200.0,77710.0,,,2018
697,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,20750.0,2.5,24.11,50160.0,0.9,13.23,16.61,22.39,29.42,37.36,27510.0,34550.0,46570.0,61200.0,77710.0,,,2018
698,49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,1310.0,9.2,24.08,50080.0,2.5,14.26,18.09,23.35,28.24,33.19,29650.0,37630.0,48570.0,58740.0,69030.0,,,2018
699,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,100320.0,1.5,24.05,50020.0,0.5,14.13,17.47,22.61,29.1,36.75,29390.0,36340.0,47030.0,60520.0,76440.0,,,2018
700,43-5052,Postal Service Mail Carriers,detailed,336900.0,0.0,24.05,50020.0,0.2,16.07,17.41,27.4,28.78,29.38,33420.0,36210.0,57000.0,59850.0,61110.0,,,2018
701,43-5050,Postal Service Workers,broad,531750.0,0.0,24.04,50010.0,0.2,16.07,17.69,27.53,28.77,28.78,33430.0,36800.0,57260.0,59850.0,59860.0,,,2018
702,19-4000,"Life, Physical, and Social Science Technicians",minor,359180.0,1.0,24.02,49970.0,0.4,13.42,16.71,22.01,28.99,37.6,27920.0,34750.0,45780.0,60290.0,78210.0,,,2018
703,47-0000,Construction and Extraction Occupations,major,5728460.0,0.3,24.01,49930.0,0.2,12.76,16.06,21.51,29.65,39.46,26540.0,33410.0,44730.0,61680.0,82080.0,,,2018
704,43-5051,Postal Service Clerks,detailed,82890.0,0.0,23.91,49730.0,0.2,16.63,19.79,28.15,28.16,28.75,34580.0,41150.0,58550.0,58570.0,59800.0,,,2018
705,51-6092,Fabric and Apparel Patternmakers,detailed,4810.0,9.7,23.89,49690.0,3.5,11.57,14.96,19.45,31.45,43.5,24060.0,31120.0,40460.0,65410.0,90470.0,,,2018
706,29-1125,Recreational Therapists,detailed,18490.0,2.6,23.88,49670.0,0.7,14.21,17.78,22.92,29.37,35.68,29570.0,36970.0,47680.0,61090.0,74210.0,,,2018
707,27-4010,Broadcast and Sound Engineering Technicians and Radio Operators,broad,117270.0,2.1,23.88,49660.0,0.9,11.13,14.88,20.51,29.67,40.94,23150.0,30950.0,42660.0,61720.0,85160.0,,,2018
708,35-1011,Chefs and Head Cooks,detailed,131430.0,2.2,23.87,49650.0,1.0,12.03,16.32,22.09,29.75,37.78,25020.0,33950.0,45950.0,61870.0,78570.0,,,2018
709,47-2030,Carpenters,broad,693050.0,0.8,23.86,49630.0,0.4,13.36,16.7,21.71,28.93,38.63,27790.0,34740.0,45170.0,60180.0,80350.0,,,2018
710,47-2031,Carpenters,detailed,693050.0,0.8,23.86,49630.0,0.4,13.36,16.7,21.71,28.93,38.63,27790.0,34740.0,45170.0,60180.0,80350.0,,,2018
711,39-1010,First-Line Supervisors of Gaming Workers,detailed,30670.0,2.8,23.85,49600.0,1.1,12.71,17.36,23.49,29.58,35.65,26430.0,36100.0,48850.0,61530.0,74150.0,,,2018
712,39-1010,First-Line Supervisors of Gaming Workers,broad,30670.0,2.8,23.85,49600.0,1.1,12.71,17.36,23.49,29.58,35.65,26430.0,36100.0,48850.0,61530.0,74150.0,,,2018
713,49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",broad,307060.0,1.3,23.81,49530.0,0.5,14.0,17.38,22.64,28.98,36.22,29120.0,36150.0,47080.0,60270.0,75330.0,,,2018
714,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,307060.0,1.3,23.81,49530.0,0.5,14.0,17.38,22.64,28.98,36.22,29120.0,36150.0,47080.0,60270.0,75330.0,,,2018
715,13-2071,Credit Counselors,detailed,35900.0,3.4,23.78,49460.0,1.2,14.32,17.15,21.5,27.52,36.63,29780.0,35670.0,44710.0,57240.0,76190.0,,,2018
716,41-9000,Other Sales and Related Workers,minor,638860.0,1.1,23.72,49340.0,0.7,9.53,11.38,16.17,28.09,48.4,19830.0,23660.0,33630.0,58420.0,100680.0,,,2018
717,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,32840.0,2.4,23.71,49310.0,0.8,13.57,16.87,21.87,28.76,37.48,28230.0,35090.0,45490.0,59820.0,77960.0,,,2018
718,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor,188850.0,1.2,23.7,49300.0,0.5,11.04,14.61,24.28,30.58,36.93,22950.0,30390.0,50510.0,63600.0,76820.0,,,2018
719,53-6040,Traffic Technicians,broad,6980.0,3.6,23.7,49290.0,1.9,13.41,16.98,21.96,29.78,36.75,27880.0,35330.0,45670.0,61940.0,76430.0,,,2018
720,53-6041,Traffic Technicians,detailed,6980.0,3.6,23.7,49290.0,1.9,13.41,16.98,21.96,29.78,36.75,27880.0,35330.0,45670.0,61940.0,76430.0,,,2018
721,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,145360.0,1.1,23.69,49270.0,0.5,13.33,16.37,21.97,28.71,37.14,27720.0,34040.0,45690.0,59720.0,77260.0,,,2018
722,47-2081,Drywall and Ceiling Tile Installers,detailed,96550.0,2.4,23.68,49250.0,1.4,13.29,16.48,20.6,27.68,40.35,27630.0,34270.0,42860.0,57570.0,83920.0,,,2018
723,43-9110,Statistical Assistants,broad,10110.0,3.2,23.6,49090.0,0.8,15.05,18.28,22.79,28.28,34.06,31310.0,38030.0,47400.0,58820.0,70850.0,,,2018
724,43-9111,Statistical Assistants,detailed,10110.0,3.2,23.6,49090.0,0.8,15.05,18.28,22.79,28.28,34.06,31310.0,38030.0,47400.0,58820.0,70850.0,,,2018
725,19-4060,Social Science Research Assistants,broad,31500.0,4.8,23.57,49030.0,1.6,11.23,16.34,22.12,29.04,37.19,23360.0,33980.0,46000.0,60400.0,77350.0,,,2018
726,19-4061,Social Science Research Assistants,detailed,31500.0,4.8,23.57,49030.0,1.6,11.23,16.34,22.12,29.04,37.19,23360.0,33980.0,46000.0,60400.0,77350.0,,,2018
727,43-5060,"Production, Planning, and Expediting Clerks",broad,336000.0,0.8,23.57,49020.0,0.3,13.7,17.21,22.44,28.75,35.58,28490.0,35800.0,46670.0,59790.0,74000.0,,,2018
728,43-5061,"Production, Planning, and Expediting Clerks",detailed,336000.0,0.8,23.57,49020.0,0.3,13.7,17.21,22.44,28.75,35.58,28490.0,35800.0,46670.0,59790.0,74000.0,,,2018
729,47-4000,Other Construction and Related Workers,minor,410610.0,0.8,23.52,48920.0,0.4,12.84,16.12,21.2,28.78,38.41,26720.0,33520.0,44090.0,59860.0,79890.0,,,2018
730,13-1074,Farm Labor Contractors,detailed,780.0,31.3,23.5,48890.0,11.3,8.96,10.26,17.15,30.6,46.02,18650.0,21330.0,35660.0,63650.0,95720.0,,,2018
731,27-1020,Designers,broad,507030.0,0.9,23.42,48720.0,0.5,10.69,13.9,19.94,29.34,39.84,22240.0,28910.0,41480.0,61030.0,82880.0,,,2018
732,29-9091,Athletic Trainers,detailed,25010.0,2.5,*,48630.0,0.7,*,*,*,*,*,30740.0,38250.0,46630.0,57160.0,69530.0,,,2018
733,47-2000,Construction Trades Workers,minor,4348180.0,0.3,23.37,48620.0,0.2,12.72,15.91,20.91,28.83,38.4,26460.0,33090.0,43490.0,59960.0,79880.0,,,2018
734,29-2090,Miscellaneous Health Technologists and Technicians,broad,139620.0,1.5,23.36,48600.0,0.6,13.36,16.23,20.88,28.25,36.82,27800.0,33760.0,43420.0,58760.0,76590.0,,,2018
735,43-6012,Legal Secretaries,detailed,185870.0,1.5,23.37,48600.0,0.8,13.02,16.25,21.51,29.04,36.78,27080.0,33800.0,44730.0,60390.0,76500.0,,,2018
736,21-1021,"Child, Family, and School Social Workers",detailed,306370.0,0.8,23.28,48430.0,1.0,13.71,16.86,21.34,27.91,36.51,28520.0,35070.0,44380.0,58050.0,75940.0,,,2018
737,51-8030,Water and Wastewater Treatment Plant and System Operators,broad,117450.0,1.0,23.22,48290.0,0.4,13.42,17.1,22.19,28.33,35.3,27910.0,35560.0,46150.0,58930.0,73410.0,,,2018
738,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,117450.0,1.0,23.22,48290.0,0.4,13.42,17.1,22.19,28.33,35.3,27910.0,35560.0,46150.0,58930.0,73410.0,,,2018
739,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,2017250.0,0.5,23.11,48060.0,0.3,12.43,15.94,21.09,28.51,37.15,25850.0,33150.0,43860.0,59290.0,77280.0,,,2018
740,29-2055,Surgical Technologists,detailed,106470.0,1.1,23.11,48060.0,0.3,15.61,18.28,22.26,27.27,32.21,32470.0,38020.0,46310.0,56720.0,67000.0,,,2018
741,21-0000,Community and Social Service Occupations,major,2096740.0,0.4,23.1,48050.0,0.4,12.35,15.89,21.08,28.51,37.19,25690.0,33050.0,43840.0,59300.0,77360.0,,,2018
742,49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,broad,260380.0,1.1,23.08,48000.0,0.3,14.61,17.74,22.29,27.94,33.59,30400.0,36900.0,46360.0,58110.0,69870.0,,,2018
743,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,260380.0,1.1,23.08,48000.0,0.3,14.61,17.74,22.29,27.94,33.59,30400.0,36900.0,46360.0,58110.0,69870.0,,,2018
744,21-2000,Religious Workers,minor,79490.0,1.6,23.02,47880.0,0.8,10.22,14.36,20.87,28.58,38.22,21260.0,29880.0,43410.0,59440.0,79490.0,,,2018
745,49-0000,"Installation, Maintenance, and Repair Occupations",major,5528390.0,0.3,23.02,47870.0,0.1,12.08,15.78,21.4,28.83,36.89,25120.0,32830.0,44520.0,59970.0,76720.0,,,2018
746,21-1023,Mental Health and Substance Abuse Social Workers,detailed,112040.0,1.6,22.99,47830.0,0.7,13.09,16.16,20.79,27.85,36.55,27230.0,33610.0,43250.0,57930.0,76020.0,,,2018
747,39-3092,Costume Attendants,detailed,6430.0,7.4,22.93,47700.0,2.7,10.41,14.69,20.49,27.8,40.8,21660.0,30550.0,42620.0,57830.0,84870.0,,,2018
748,27-3011,Radio and Television Announcers,detailed,28580.0,2.6,22.9,47630.0,1.7,9.06,10.92,15.6,24.14,40.15,18840.0,22710.0,32450.0,50210.0,83520.0,,,2018
749,21-1019,"Counselors, All Other",detailed,27150.0,3.4,22.89,47600.0,1.2,12.22,15.77,20.85,28.82,36.49,25420.0,32800.0,43370.0,59940.0,75890.0,,,2018
750,33-3012,Correctional Officers and Jailers,detailed,428870.0,0.5,22.88,47600.0,0.7,14.2,16.75,20.93,27.81,36.03,29540.0,34830.0,43540.0,57850.0,74940.0,,,2018
751,51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",broad,126320.0,1.9,22.87,47560.0,1.0,12.63,16.03,21.21,28.59,36.16,26260.0,33330.0,44110.0,59460.0,75210.0,,,2018
752,33-3010,"Bailiffs, Correctional Officers, and Jailers",broad,447350.0,0.5,22.86,47540.0,0.7,14.13,16.74,20.92,27.84,36.0,29390.0,34820.0,43510.0,57910.0,74870.0,,,2018
753,27-4011,Audio and Video Equipment Technicians,detailed,72740.0,2.2,22.85,47530.0,0.8,11.88,15.29,20.28,28.39,37.77,24710.0,31800.0,42190.0,59060.0,78570.0,,,2018
754,47-5011,"Derrick Operators, Oil and Gas",detailed,9590.0,6.3,22.84,47510.0,1.0,16.0,18.31,22.18,26.94,30.99,33270.0,38090.0,46140.0,56030.0,64460.0,,,2018
755,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,294240.0,1.4,*,47490.0,1.1,*,*,*,*,*,20700.0,26440.0,39710.0,60110.0,81510.0,,,2018
756,47-2120,Glaziers,broad,47330.0,3.4,22.83,47480.0,1.2,12.9,16.1,20.47,27.6,38.03,26840.0,33490.0,42580.0,57410.0,79090.0,,,2018
757,47-2121,Glaziers,detailed,47330.0,3.4,22.83,47480.0,1.2,12.9,16.1,20.47,27.6,38.03,26840.0,33490.0,42580.0,57410.0,79090.0,,,2018
758,47-5000,Extraction Workers,minor,183900.0,1.6,22.83,47480.0,0.6,13.66,16.61,21.19,27.59,34.35,28400.0,34540.0,44070.0,57380.0,71450.0,,,2018
759,47-5020,"Earth Drillers, Except Oil and Gas",broad,17470.0,3.9,22.83,47480.0,1.1,14.41,16.96,21.08,27.08,34.6,29960.0,35270.0,43850.0,56330.0,71960.0,,,2018
760,47-5021,"Earth Drillers, Except Oil and Gas",detailed,17470.0,3.9,22.83,47480.0,1.1,14.41,16.96,21.08,27.08,34.6,29960.0,35270.0,43850.0,56330.0,71960.0,,,2018
761,19-4020,Biological Technicians,broad,74980.0,2.6,22.79,47410.0,0.6,14.0,16.69,21.06,27.17,33.92,29120.0,34720.0,43800.0,56510.0,70560.0,,,2018
762,19-4021,Biological Technicians,detailed,74980.0,2.6,22.79,47410.0,0.6,14.0,16.69,21.06,27.17,33.92,29120.0,34720.0,43800.0,56510.0,70560.0,,,2018
763,29-2000,Health Technologists and Technicians,minor,3075910.0,0.4,22.74,47310.0,0.2,12.53,15.91,20.95,28.03,36.37,26070.0,33100.0,43590.0,58300.0,75660.0,,,2018
764,53-6010,Bridge and Lock Tenders,broad,3240.0,3.6,22.73,47280.0,1.1,12.14,17.83,24.15,27.45,30.01,25250.0,37090.0,50240.0,57090.0,62420.0,,,2018
765,53-6011,Bridge and Lock Tenders,detailed,3240.0,3.6,22.73,47280.0,1.1,12.14,17.83,24.15,27.45,30.01,25250.0,37090.0,50240.0,57090.0,62420.0,,,2018
766,49-9043,"Maintenance Workers, Machinery",detailed,83520.0,1.5,22.71,47240.0,0.5,13.56,17.14,21.89,27.6,33.42,28200.0,35650.0,45540.0,57420.0,69500.0,,,2018
767,25-9090,"Miscellaneous Education, Training, and Library Workers",broad,99830.0,2.4,22.69,47200.0,1.4,10.37,14.47,20.74,28.32,37.95,21570.0,30100.0,43140.0,58910.0,78930.0,,,2018
768,25-9099,"Education, Training, and Library Workers, All Other",detailed,99830.0,2.4,22.69,47200.0,1.4,10.37,14.47,20.74,28.32,37.95,21570.0,30100.0,43140.0,58910.0,78930.0,,,2018
769,33-0000,Protective Service Occupations,major,3408680.0,0.4,22.69,47190.0,0.6,10.13,12.84,19.01,29.37,40.61,21070.0,26700.0,39550.0,61080.0,84470.0,,,2018
770,31-2020,Physical Therapist Assistants and Aides,broad,139460.0,1.3,22.65,47120.0,0.6,10.69,13.58,22.56,29.76,36.26,22240.0,28240.0,46920.0,61890.0,75410.0,,,2018
771,49-2098,Security and Fire Alarm Systems Installers,detailed,69830.0,2.8,22.64,47100.0,0.7,13.69,17.07,21.96,27.77,32.97,28480.0,35510.0,45670.0,57760.0,68580.0,,,2018
772,13-2082,Tax Preparers,detailed,68720.0,3.0,22.64,47090.0,1.7,9.7,12.4,18.62,28.88,39.3,20170.0,25800.0,38730.0,60080.0,81740.0,,,2018
773,53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,11500.0,9.0,22.62,47040.0,1.8,13.36,16.07,20.91,28.38,35.46,27780.0,33420.0,43500.0,59020.0,73770.0,,,2018
774,53-7030,"Dredge, Excavating, and Loading Machine Operators",broad,49190.0,2.4,22.6,47010.0,0.8,13.72,16.66,20.65,26.78,34.52,28540.0,34650.0,42950.0,55710.0,71810.0,,,2018
775,45-4021,Fallers,detailed,5420.0,13.8,22.56,46930.0,3.5,12.78,15.74,19.56,27.57,37.34,26570.0,32740.0,40690.0,57350.0,77670.0,,,2018
776,51-4192,"Layout Workers, Metal and Plastic",detailed,8550.0,3.7,22.54,46890.0,1.6,13.62,17.29,22.26,27.28,31.4,28340.0,35960.0,46310.0,56740.0,65300.0,,,2018
777,53-7032,Excavating and Loading Machine and Dragline Operators,detailed,45450.0,2.3,22.49,46780.0,0.8,13.64,16.57,20.43,26.47,34.55,28360.0,34470.0,42500.0,55070.0,71860.0,,,2018
778,27-4012,Broadcast Technicians,detailed,30390.0,5.0,22.47,46730.0,1.5,9.89,12.88,18.78,29.68,40.27,20570.0,26790.0,39060.0,61740.0,83760.0,,,2018
779,29-2099,"Health Technologists and Technicians, All Other",detailed,124390.0,1.6,22.45,46690.0,0.6,13.25,15.99,20.1,27.06,34.8,27560.0,33260.0,41800.0,56290.0,72390.0,,,2018
780,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,241930.0,1.0,22.38,46560.0,0.5,13.13,16.33,20.82,26.85,34.06,27310.0,33960.0,43300.0,55850.0,70840.0,,,2018
781,53-5010,Sailors and Marine Oilers,broad,30940.0,6.8,22.38,46560.0,3.4,11.47,14.23,19.58,26.98,35.52,23850.0,29600.0,40730.0,56110.0,73870.0,,,2018
782,53-5011,Sailors and Marine Oilers,detailed,30940.0,6.8,22.38,46560.0,3.4,11.47,14.23,19.58,26.98,35.52,23850.0,29600.0,40730.0,56110.0,73870.0,,,2018
783,51-9122,"Painters, Transportation Equipment",detailed,52880.0,2.0,22.3,46380.0,0.9,12.85,15.95,20.12,26.34,34.56,26730.0,33170.0,41850.0,54780.0,71880.0,,,2018
784,47-2044,Tile and Marble Setters,detailed,38820.0,3.8,22.3,46370.0,2.0,11.93,15.38,20.04,26.79,36.53,24810.0,31990.0,41680.0,55720.0,75990.0,,,2018
785,11-1030,Legislators,broad,51380.0,1.3,*,46350.0,1.0,*,*,*,*,*,17480.0,18860.0,25630.0,70130.0,97510.0,,,2018
786,11-1031,Legislators,detailed,51380.0,1.3,*,46350.0,1.0,*,*,*,*,*,17480.0,18860.0,25630.0,70130.0,97510.0,,,2018
787,17-3030,Surveying and Mapping Technicians,broad,51890.0,2.6,22.28,46350.0,0.6,12.82,16.15,20.84,27.4,34.34,26670.0,33590.0,43340.0,56990.0,71440.0,,,2018
788,17-3031,Surveying and Mapping Technicians,detailed,51890.0,2.6,22.28,46350.0,0.6,12.82,16.15,20.84,27.4,34.34,26670.0,33590.0,43340.0,56990.0,71440.0,,,2018
789,27-3010,Announcers,broad,36500.0,2.4,22.29,46350.0,1.7,9.0,10.71,15.15,23.94,39.9,18710.0,22280.0,31500.0,49790.0,82980.0,,,2018
790,53-7031,Dredge Operators,detailed,1410.0,27.8,22.28,46340.0,3.2,14.07,16.9,20.78,25.67,31.53,29270.0,35150.0,43230.0,53380.0,65580.0,,,2018
791,47-4040,Hazardous Materials Removal Workers,broad,43260.0,2.7,22.27,46330.0,1.1,12.92,15.86,19.91,27.69,36.14,26880.0,32980.0,41400.0,57600.0,75160.0,,,2018
792,47-4041,Hazardous Materials Removal Workers,detailed,43260.0,2.7,22.27,46330.0,1.1,12.92,15.86,19.91,27.69,36.14,26880.0,32980.0,41400.0,57600.0,75160.0,,,2018
793,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,17220.0,4.2,22.23,46230.0,1.9,12.23,15.95,20.47,26.75,36.38,25450.0,33180.0,42580.0,55650.0,75680.0,,,2018
794,33-3011,Bailiffs,detailed,18480.0,1.4,22.21,46190.0,1.0,11.51,15.73,20.65,29.03,35.61,23950.0,32730.0,42960.0,60370.0,74060.0,,,2018
795,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,1960.0,2.1,22.11,45990.0,1.0,12.29,14.22,17.97,27.54,38.54,25570.0,29570.0,37380.0,57280.0,80160.0,,,2018
796,51-4062,"Patternmakers, Metal and Plastic",detailed,3200.0,5.6,22.06,45880.0,1.7,13.3,16.59,21.65,27.33,30.99,27660.0,34510.0,45030.0,56850.0,64450.0,,,2018
797,53-5022,Motorboat Operators,detailed,2510.0,8.5,22.05,45870.0,4.8,10.03,13.83,21.44,30.06,35.42,20860.0,28770.0,44600.0,62520.0,73680.0,,,2018
798,29-2060,Licensed Practical and Licensed Vocational Nurses,broad,702700.0,0.7,21.98,45710.0,0.2,15.85,18.27,21.65,25.11,29.34,32970.0,38010.0,45030.0,52220.0,61030.0,,,2018
799,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,702700.0,0.7,21.98,45710.0,0.2,15.85,18.27,21.65,25.11,29.34,32970.0,38010.0,45030.0,52220.0,61030.0,,,2018
800,49-3021,Automotive Body and Related Repairers,detailed,144320.0,1.4,21.94,45630.0,0.6,12.24,15.64,20.18,26.89,33.98,25470.0,32530.0,41970.0,55930.0,70670.0,,,2018
801,47-2053,Terrazzo Workers and Finishers,detailed,2630.0,12.3,21.89,45520.0,3.8,12.05,15.74,19.51,24.74,36.66,25060.0,32730.0,40590.0,51460.0,76250.0,,,2018
802,47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",broad,181270.0,1.6,21.87,45490.0,0.7,13.23,15.94,19.54,25.64,35.09,27530.0,33170.0,40650.0,53330.0,72980.0,,,2018
803,47-2051,Cement Masons and Concrete Finishers,detailed,178640.0,1.6,21.87,45490.0,0.7,13.25,15.95,19.54,25.65,35.05,27550.0,33170.0,40650.0,53360.0,72910.0,,,2018
804,21-2020,"Directors, Religious Activities and Education",broad,21430.0,3.0,21.86,45470.0,1.7,9.71,12.58,18.74,27.3,39.7,20190.0,26160.0,38980.0,56780.0,82570.0,,,2018
805,21-2021,"Directors, Religious Activities and Education",detailed,21430.0,3.0,21.86,45470.0,1.7,9.71,12.58,18.74,27.3,39.7,20190.0,26160.0,38980.0,56780.0,82570.0,,,2018
806,47-2160,Plasterers and Stucco Masons,broad,24180.0,5.1,21.83,45410.0,1.5,13.41,16.13,19.59,25.69,34.15,27890.0,33550.0,40750.0,53430.0,71020.0,,,2018
807,47-2161,Plasterers and Stucco Masons,detailed,24180.0,5.1,21.83,45410.0,1.5,13.41,16.13,19.59,25.69,34.15,27890.0,33550.0,40750.0,53430.0,71020.0,,,2018
808,49-9000,"Other Installation, Maintenance, and Repair Occupations",minor,2877650.0,0.3,21.82,45390.0,0.2,11.79,15.24,20.2,27.27,34.78,24520.0,31690.0,42010.0,56730.0,72330.0,,,2018
809,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,255410.0,0.8,21.82,45380.0,0.4,12.5,15.61,20.28,26.68,33.46,26010.0,32470.0,42190.0,55500.0,69590.0,,,2018
810,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,255410.0,0.8,21.82,45380.0,0.4,12.5,15.61,20.28,26.68,33.46,26010.0,32470.0,42190.0,55500.0,69590.0,,,2018
811,43-9010,Computer Operators,broad,40400.0,2.6,21.79,45320.0,0.6,12.43,16.23,21.28,27.42,30.79,25860.0,33760.0,44270.0,57030.0,64050.0,,,2018
812,43-9011,Computer Operators,detailed,40400.0,2.6,21.79,45320.0,0.6,12.43,16.23,21.28,27.42,30.79,25860.0,33760.0,44270.0,57030.0,64050.0,,,2018
813,43-9030,Desktop Publishers,broad,12000.0,3.6,21.72,45170.0,1.2,11.2,14.88,20.36,27.3,34.27,23300.0,30960.0,42350.0,56790.0,71280.0,,,2018
814,43-9031,Desktop Publishers,detailed,12000.0,3.6,21.72,45170.0,1.2,11.2,14.88,20.36,27.3,34.27,23300.0,30960.0,42350.0,56790.0,71280.0,,,2018
815,47-2130,Insulation Workers,broad,55930.0,3.1,21.68,45090.0,1.1,12.62,15.38,19.2,25.52,35.44,26240.0,31990.0,39930.0,53090.0,73710.0,,,2018
816,39-4010,Embalmers,broad,4200.0,7.6,21.65,45040.0,2.0,11.35,15.29,20.57,26.54,33.61,23600.0,31810.0,42780.0,55200.0,69900.0,,,2018
817,39-4011,Embalmers,detailed,4200.0,7.6,21.65,45040.0,2.0,11.35,15.29,20.57,26.54,33.61,23600.0,31810.0,42780.0,55200.0,69900.0,,,2018
818,47-2040,"Carpet, Floor, and Tile Installers and Finishers",broad,81130.0,2.5,21.65,45030.0,1.3,11.34,14.64,19.35,26.5,35.57,23590.0,30450.0,40250.0,55120.0,73990.0,,,2018
819,43-5010,Cargo and Freight Agents,broad,89920.0,2.2,21.62,44980.0,0.8,12.34,15.99,20.11,26.05,31.54,25670.0,33250.0,41820.0,54180.0,65600.0,,,2018
820,43-5011,Cargo and Freight Agents,detailed,89920.0,2.2,21.62,44980.0,0.8,12.34,15.99,20.11,26.05,31.54,25670.0,33250.0,41820.0,54180.0,65600.0,,,2018
821,25-4013,Museum Technicians and Conservators,detailed,12290.0,3.0,21.62,44970.0,1.5,11.31,14.69,19.55,26.3,34.73,23520.0,30560.0,40670.0,54700.0,72240.0,,,2018
822,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",minor,1596660.0,0.4,21.62,44970.0,0.3,11.45,15.03,20.25,27.19,33.87,23810.0,31270.0,42130.0,56560.0,70460.0,,,2018
823,31-9010,Massage Therapists,broad,103300.0,2.7,21.61,44950.0,1.2,9.76,13.29,19.23,27.54,37.25,20300.0,27640.0,39990.0,57280.0,77470.0,,,2018
824,31-9011,Massage Therapists,detailed,103300.0,2.7,21.61,44950.0,1.2,9.76,13.29,19.23,27.54,37.25,20300.0,27640.0,39990.0,57280.0,77470.0,,,2018
825,43-3050,Payroll and Timekeeping Clerks,broad,152990.0,0.9,21.61,44950.0,0.3,13.53,16.9,21.1,25.65,30.38,28130.0,35160.0,43890.0,53350.0,63180.0,,,2018
826,43-3051,Payroll and Timekeeping Clerks,detailed,152990.0,0.9,21.61,44950.0,0.3,13.53,16.9,21.1,25.65,30.38,28130.0,35160.0,43890.0,53350.0,63180.0,,,2018
827,45-2010,Agricultural Inspectors,broad,13960.0,2.1,21.6,44930.0,0.5,13.21,15.8,20.86,25.43,31.31,27470.0,32860.0,43390.0,52890.0,65130.0,,,2018
828,45-2011,Agricultural Inspectors,detailed,13960.0,2.1,21.6,44930.0,0.5,13.21,15.8,20.86,25.43,31.31,27470.0,32860.0,43390.0,52890.0,65130.0,,,2018
